concept_id,umls_aui_seq,umls_aui
2908866808,2,A16776331
2909803780,2,A3321632
2910140627,12,A7561777
2909917878,7,A3115903
2910675164,3,A0106155
2910757671,2,A18618782
2909481879,1,A1386167
2911060280,1,A0532478
2909479895,7,A7669021
2910130665,4,A1248065
2911159362,8,A21142810
2909889181,11,A18003687
2910707947,9,A2943937
2908704050,8,A15520879
2909768578,15,A28255502
2910433854,1,A18577192
2909242347,4,A3034800
2910675294,2,A1812134
2910249166,9,A25736140
2910348288,13,A22869234
2910396414,6,A27167367
2910962006,3,A0088641
2911210631,4,A18561029
2911125582,17,A8352383
2911042773,5,A0416226
2909636867,4,A7631734
2909761558,6,A23927341
2910597771,8,A24680412
2908689992,1,A1251754
2909252273,22,A7571051
2911042503,7,A26708772
2910132651,12,A8437429
2911104324,2,A18592080
2909179924,1,A0642748
2910828845,1,A1101945
2908728060,4,A25773300
2910129229,10,A27925805
2908762713,6,A23338354
2908838209,16,A0992150
2911222091,8,A16793087
2909209853,7,A17884182
2911127645,1,A0926868
2910734704,2,A0094128
2908765410,2,A17788152
2909930183,2,A0472638
2909147877,1,A21072876
2909081213,9,A16791994
2910198813,11,A19696450
2908890008,1,A12985982
2910187823,8,A26660497
2908737250,12,A7102257
2909082478,1,A7639432
2909946173,4,A18560663
2911192292,26,A18683751
2910752175,3,A3196046
2910006882,7,A27368362
2910849840,2,A15401042
2911041269,2,A0385645
2910747057,1,A1600075
2910811061,5,A7573802
2909582096,3,A10765236
2909915070,18,A3061016
2909408332,1,A0092142
2910954120,1,A18656029
2909322605,5,A16753008
2911106216,5,A21191806
2910393698,24,A2879040
2908859342,3,A3649331
2910296299,1,A0319530
2910751658,3,A1268474
2909249321,5,A17970658
2909657761,3,A11990649
2910269628,6,A24366861
2909118936,5,A22936676
2910430321,10,A2921772
2910348395,5,A17839433
2910378060,4,A16797196
2910844663,3,A0533071
2909651949,1,A0076515
2908882559,2,A0001853
2908525314,4,A19655394
2910561923,5,A0532469
2910239545,1,A26464780
2910289471,11,A8353954
2910668435,14,A19018183
2909408332,13,A18574321
2908832260,5,A23898724
2908634079,5,A7601827
2908974078,1,A27377459
2910070530,10,A23907423
2910675164,5,A0443878
2911077047,17,A22966557
2910605048,5,A20106557
2909018248,8,A1187177
2909568388,7,A16758443
2910823151,2,A23826952
2908682898,1,A10810711
2910797270,1,A18699318
2911091166,8,A23901795
2909052318,7,A7560226
2909423643,14,A23408163
2911126609,5,A18669059
2910519024,3,A18205925
2908698914,19,A7668971
2909556870,8,A0784475
2909059896,6,A19294560
2909252273,23,A8437710
2908689518,1,A24353762
2911111840,13,A23978986
2909814700,2,A0411915
2909204789,6,A23528420
2908804498,4,A0265145
2909262708,5,A9338567
2910962159,15,A0587223
2908806481,14,A18028215
2909908917,2,A1592674
2910040839,7,A17786191
2908844728,3,A23078966
2909278008,3,A18024112
2908844728,6,A28254468
2910661617,7,A18590293
2910260750,4,A15562362
2908531582,3,A3100183
2908542518,2,A18631384
2910667942,3,A2875605
2910935011,2,A15577582
2910068711,2,A0704002
2910068830,2,A0812412
2910065248,2,A23089090
2909888880,4,A2688017
2909048046,16,A23502583
2909829705,5,A11916420
2910901367,3,A0460230
2909447574,5,A11564771
2909813250,14,A7560227
2910530303,6,A15127369
2909888759,7,A23945774
2910130992,8,A25722292
2909834198,2,A0716056
2910048773,1,A2361564
2908929049,10,A18589875
2909365256,7,A25740120
2910721555,1,A0127421
2908578062,3,A24682058
2909855057,13,A24370864
2910982560,1,A20905792
2910288237,13,A23893758
2908993608,1,A0531608
2909179462,3,A18599149
2909701416,2,A18664183
2908804498,2,A0265141
2911210631,6,A24673178
2909971615,18,A4346025
2911028397,1,A0117514
2910119661,6,A26652826
2908866808,1,A0072593
2909971615,1,A0088273
2910997768,10,A15564924
2908929049,9,A18321093
2910776680,2,A15456028
2909593222,5,A23900149
2909549721,5,A17922454
2909073510,4,A23877247
2909466502,8,A17990413
2909600360,7,A23913040
2908584991,3,A18572688
2910965198,4,A21145171
2909063110,1,A0409892
2909381827,4,A1602324
2909178817,15,A4760221
2910965198,1,A0113153
2909854075,2,A0880170
2911197035,3,A23871754
2909310144,1,A10338570
2910723988,6,A24114736
2909630643,4,A2956913
2910454632,1,A0316343
2909947164,1,A0448757
2909459036,4,A17314117
2910216633,8,A23932687
2909778679,1,A0808282
2911156200,10,A24668516
2910348288,4,A0402427
2911173555,1,A1009240
2909603797,2,A0117844
2910795874,9,A24383884
2909614525,4,A4366178
2909464037,6,A22860723
2910604149,3,A7577559
2910824017,3,A12815779
2909060831,1,A18690086
2908666080,1,A17954613
2908671525,1,A9417578
2909908917,6,A26703444
2909133680,10,A27928016
2910452531,5,A2850786
2909962599,3,A18440321
2909595017,5,A26628037
2909562583,1,A16754523
2910824017,6,A23936201
2908747478,6,A26623204
2909974199,1,A0107622
2911184235,6,A23873105
2910884260,1,A0076383
2909675724,25,A27068648
2910705878,2,A26644995
2908996549,4,A18597028
2909086583,1,A18568620
2910380747,8,A8339593
2909134871,1,A0397419
2909351178,7,A6838811
2909552056,1,A0788091
2909580181,2,A16874035
2910266619,2,A2215452
2909637497,9,A24389727
2911077047,12,A14065388
2909048046,1,A0121059
2909582096,8,A15515622
2910168157,12,A0397612
2909444396,2,A19587021
2909837681,5,A15570390
2911222091,10,A17881895
2908995860,3,A0778461
2910653347,1,A7660798
2909829705,8,A16794377
2908603061,2,A12009695
2911155155,2,A0871707
2909919656,3,A18686179
2910424181,3,A18695958
2910096629,2,A0024636
2910158674,1,A23952737
2910106459,5,A2936820
2911096038,6,A18033691
2909829705,7,A1537295
2911164631,8,A23366697
2910976051,9,A17926071
2908937092,8,A18611428
2908970474,2,A20021123
2910401862,6,A4752746
2910141127,1,A0319747
2909243696,15,A22836192
2910006882,9,A3186131
2909111407,17,A3015021
2909094124,3,A18594211
2908728990,4,A3825602
2910068711,4,A0704005
2909789815,5,A10761041
2910954651,11,A18026309
2909403385,7,A16988515
2910191037,4,A18649903
2908767363,2,A4471630
2909954419,8,A26635515
2908656328,4,A18244861
2910926394,3,A7559004
2909669253,4,A0466389
2910153003,6,A1177693
2910480946,8,A14106008
2909399824,4,A15407805
2911054320,1,A0002000
2908800543,3,A8316354
2909923019,1,A24365515
2910255311,3,A10799931
2911088228,2,A18604621
2908934917,1,A0131884
2908762784,2,A25767881
2909828532,3,A18576810
2910752175,2,A18639154
2910541568,3,A18652789
2908806481,19,A26679541
2908725511,4,A3135676
2909005528,3,A23868838
2908622253,8,A26716301
2909225500,5,A0054012
2909221823,7,A18062052
2910812615,7,A18598975
2908539361,2,A0316745
2910738102,1,A1248383
2910976051,3,A0049179
2911029604,1,A28386244
2909915070,16,A23972323
2910979460,1,A1025228
2910576296,5,A15478807
2909899372,1,A18466529
2909709979,1,A0121737
2908737895,3,A18047802
2910288590,1,A0399330
2909213482,1,A11982059
2910776193,6,A17965973
2909577894,7,A17951153
2908885563,15,A23934619
2909011058,6,A22857632
2910977262,1,A18630829
2910181907,16,A3014237
2908615114,2,A24122044
2910153446,1,A0576185
2910733956,13,A6839898
2909562583,4,A2109122
2911106879,1,A18589057
2910004921,11,A2957264
2908795178,1,A23016644
2910014776,13,A24665802
2908999202,1,A12011824
2909554025,2,A0328275
2910675033,9,A28384749
2908923111,2,A0881395
2910005497,6,A24380870
2910824547,1,A23153436
2909916134,1,A25761662
2911164631,5,A22996542
2909581452,23,A4712294
2908545147,3,A22893349
2908937092,14,A26663306
2909531985,1,A0459610
2909880533,2,A18577608
2909382536,4,A25719665
2909530129,8,A4341375
2909981330,2,A17917220
2910317908,3,A0564196
2908999040,7,A13734742
2909799055,1,A0988021
2909209853,9,A17980709
2910272107,2,A18560546
2909638485,11,A24368873
2909350511,1,A17486909
2910003292,1,A20074364
2909347448,1,A0020169
2909183989,7,A3135929
2910723750,1,A0859628
2910597771,7,A23953264
2908751872,10,A22970400
2910675164,14,A25745110
2911126609,4,A18040598
2911111840,5,A0116096
2909478654,1,A0649056
2908938912,3,A23882980
2909915070,2,A0777745
2910116615,3,A14189123
2910127782,7,A2950277
2909884793,3,A18666670
2908733394,12,A25739054
2910142743,2,A17981761
2910675294,8,A26464346
2909916031,6,A17927435
2908541515,1,A1534162
2909951594,7,A23044171
2908980008,1,A0487698
2909548125,2,A0396054
2910302845,11,A27166030
2910634430,1,A24831560
2909160644,3,A23870037
2910901367,5,A18565952
2909403598,1,A17919993
2908910360,1,A0245564
2910153003,5,A9405714
2909754679,2,A18635904
2910746656,5,A24676813
2908866808,3,A18666482
2909176517,5,A0579445
2908904771,6,A28255931
2909408332,31,A0092136
2910589225,5,A23916477
2909697302,6,A17950599
2908924393,3,A0002555
2908840091,6,A19041861
2908754555,3,A27044223
2909441351,8,A0444815
2910125345,6,A7745934
2909922595,4,A18563940
2910589225,4,A17441157
2909508026,2,A0583998
2910856874,12,A23949911
2909466502,15,A25695183
2909425871,7,A25770825
2910993497,1,A1301823
2910774642,3,A23866600
2908967332,8,A18025862
2911077047,19,A24667240
2911126425,2,A0395819
2908829342,1,A15390132
2908539429,7,A18628126
2909622525,2,A18667983
2910418102,1,A0702409
2911090574,2,A1186738
2908748207,1,A17953218
2909243047,4,A2852583
2910755090,3,A26649773
2908558136,3,A0416958
2908767450,1,A0006153
2909176517,12,A25695208
2909827854,8,A18592670
2908597655,1,A18683308
2909211255,1,A0120468
2910751344,8,A23863549
2910181907,18,A8438425
2909870366,4,A18128132
2909367411,2,A17881807
2909916482,2,A11928656
2908999040,15,A18658706
2910014776,11,A23014546
2909287720,2,A18669665
2908917876,1,A10834931
2909959993,8,A7578288
2910026153,1,A0641204
2910019179,2,A21112381
2910822663,5,A0394478
2909768578,3,A0463855
2909614370,1,A0532476
2911041269,17,A8572599
2909258576,1,A23864234
2908525314,2,A18005437
2908739490,15,A7568879
2909718394,2,A18614922
2910108565,3,A22804393
2909929058,11,A4457165
2909605514,3,A2120179
2908932551,2,A21421291
2910866450,5,A27377314
2908979688,3,A14022587
2911131238,1,A0729608
2909081213,22,A9424298
2909778144,1,A0135056
2910624522,4,A23042596
2911204551,2,A28569317
2908884792,9,A17123647
2909922364,7,A21425669
2910381875,1,A13010683
2910197546,3,A17801149
2910851616,7,A18559254
2910862319,4,A1242427
2909897528,3,A0039470
2909303320,5,A18623025
2911120302,3,A0604050
2910574371,5,A0007594
2910058786,1,A0000404
2910384157,2,A26577689
2909633097,6,A23034258
2908634079,1,A0247491
2910954651,10,A17882352
2911125582,10,A18591093
2910204064,6,A17904209
2910443307,3,A0414656
2910058786,4,A0436370
2909807293,4,A23867066
2909743803,5,A0453662
2909974400,2,A18620188
2909611442,6,A25724025
2909577894,4,A1541233
2908747647,1,A17882359
2910894616,6,A18695794
2910982124,5,A26641894
2909003316,20,A9334177
2910666243,1,A24389495
2911054320,10,A27873787
2910979724,2,A1385250
2909746581,2,A19585221
2909457131,2,A23890233
2909052318,9,A9343836
2908900992,6,A27925060
2911046722,8,A22939790
2910683987,1,A17932010
2911195050,2,A27769826
2910757671,4,A24828351
2909821917,1,A23866205
2910738562,5,A13976122
2910170020,1,A0011454
2910532024,1,A0161932
2909351178,2,A12099593
2911090098,10,A22919877
2910983607,1,A0056659
2910204064,4,A13019077
2911092814,1,A20245804
2910468371,5,A19028471
2909403385,14,A28267673
2909307559,6,A3249257
2910366845,2,A23962627
2910255093,2,A20673852
2910424181,1,A3284111
2910107953,15,A2885646
2909172351,2,A0489606
2910177111,5,A27375082
2910930448,10,A2926339
2910802169,1,A0024527
2910390209,11,A9334101
2910060150,1,A0794852
2909524538,13,A18647471
2908678251,2,A10984797
2909307065,3,A3133788
2909295384,5,A21020901
2909562583,5,A26672412
2910727132,6,A23942223
2910605048,2,A0863861
2910010224,3,A20936447
2909303944,1,A0571419
2908811589,1,A0063838
2909365256,6,A23866496
2909081213,21,A8438494
2910533620,1,A2183798
2909545207,1,A17953386
2909938333,3,A19655915
2909011841,2,A1390802
2909521502,1,A18027321
2908611220,14,A0035223
2910046258,14,A23893450
2910450144,4,A18554952
2910378429,6,A6916841
2909184456,11,A16972803
2910367425,3,A1603529
2910560433,2,A0550632
2909720056,1,A18646927
2908531817,2,A24678251
2909814698,4,A23865489
2908991464,3,A23945154
2910844663,4,A0533072
2910414618,3,A10816212
2910404990,5,A0560285
2911020856,1,A0089439
2909176747,5,A0404488
2911039627,3,A18593323
2910140435,3,A26464818
2911002212,2,A0681018
2911218072,5,A25732691
2909158248,9,A0015629
2909217002,18,A8341331
2910354044,3,A11734969
2911015453,1,A18682785
2909095379,1,A0031656
2908520674,7,A17694963
2910140627,7,A23953981
2910037063,1,A0046539
2910609880,15,A24166601
2909270721,15,A4777306
2908767545,4,A0400287
2908656506,1,A11985826
2911002200,11,A17967457
2909813644,3,A9338185
2909948008,5,A13094934
2910515805,18,A7574408
2910275740,3,A0398227
2910947881,2,A0044466
2909738819,1,A2206563
2910607562,2,A18748431
2909252273,19,A2882384
2908742493,5,A18590216
2908947950,7,A4809073
2909505362,2,A18698580
2910958997,1,A1018113
2910675164,10,A18635833
2909318450,1,A10794563
2909029650,15,A4386636
2910750677,3,A26664487
2909320318,2,A18615779
2910079294,5,A18667816
2910218225,2,A18634233
2910203904,4,A23867520
2911126609,7,A27334402
2908934157,2,A23918534
2909255381,15,A22979212
2910187823,10,A7585558
2909638373,1,A0381110
2910404990,8,A16973071
2909252273,12,A18647815
2909765735,4,A1643811
2909484069,6,A1960228
2910829522,7,A20861818
2911083296,3,A0054122
2910862020,2,A18601829
2909543772,2,A18609350
2910910449,2,A0448388
2909486431,2,A0450706
2909698591,4,A17920703
2908810495,1,A0040191
2910018596,1,A0316349
2910242117,2,A1256889
2909675724,4,A0836158
2908550248,13,A23969522
2909360922,5,A17975195
2910144760,2,A18608757
2908822073,4,A25702339
2909962599,9,A7571859
2908767545,10,A22841834
2910570736,7,A20894252
2909418495,5,A5018163
2909579140,1,A18642526
2908948484,3,A18693525
2908579659,2,A7631570
2911016594,2,A26611879
2909536089,3,A6993744
2908682107,5,A3109914
2911156200,6,A12056432
2909484148,3,A26649445
2910795097,1,A18605554
2909139353,7,A0436574
2909577894,8,A18022892
2909910413,6,A27936728
2909179924,5,A28456449
2909315519,3,A27194220
2909794270,2,A0695873
2910151965,5,A17962801
2909461552,8,A2947712
2911096038,11,A23906580
2911091166,12,A3830197
2910061248,1,A0819491
2910317908,15,A27874034
2908664823,5,A24202015
2910348395,1,A0590609
2909568388,4,A1080247
2910062394,6,A25694530
2909516574,1,A0767582
2910288237,6,A13734736
2910410043,1,A22724561
2910844663,11,A23963746
2910450773,3,A21209395
2910366845,1,A0101367
2911193642,2,A17277004
2909478873,1,A0068368
2909204789,4,A18596394
2911060280,6,A20134431
2910347904,4,A7576403
2908901865,6,A13895298
2910147798,7,A22804090
2910829522,10,A3073688
2910435018,3,A26627230
2909731803,1,A23937438
2910748771,1,A1389776
2908583973,3,A0403172
2909614401,1,A23873438
2909581452,15,A18046296
2909922364,6,A18658113
2909334127,6,A18631584
2910430321,3,A0364440
2909511222,5,A26609755
2908929049,4,A0024026
2908844906,12,A21231003
2908838615,6,A12799160
2909079248,4,A7592922
2909179924,4,A18645539
2909999518,7,A15433117
2911108730,1,A0708819
2908931861,3,A21142540
2909675724,30,A8436725
2909653074,2,A0645241
2911041269,6,A17994924
2908821069,1,A18053459
2910401902,3,A17298508
2911096038,12,A23945173
2910348288,18,A24818198
2910647763,5,A7594818
2908642939,17,A22998576
2911103869,3,A0469289
2911222091,13,A18595545
2909515847,1,A0046238
2908607901,6,A28430444
2909870366,1,A0002203
2910736905,1,A1171416
2910338442,5,A6919886
2910053781,9,A22720489
2908662681,1,A1001844
2909922364,3,A0428634
2910867241,4,A3109693
2909061311,1,A0439623
2908716714,2,A24679959
2908997079,1,A17019514
2909743803,2,A27994543
2911215419,4,A0713425
2909223747,4,A18321736
2910735644,5,A18898189
2908541216,6,A18629757
2909052318,4,A25735369
2908615114,1,A16766184
2909050532,1,A0793063
2908965694,1,A0545915
2910302589,1,A0244331
2910587160,5,A18679340
2911117634,6,A18628010
2910949778,1,A0429754
2909789815,6,A18684596
2909096915,3,A18028996
2909599973,1,A0407350
2910396648,9,A7668582
2910515783,2,A0577797
2908793669,4,A0696456
2911203908,6,A18555430
2910311954,3,A18244187
2909011054,2,A15007654
2909620868,12,A2972504
2909946173,3,A15463531
2911062167,2,A18556482
2911192292,19,A11577485
2910317908,12,A23929550
2909334127,4,A0808059
2909549721,1,A0110899
2910165503,4,A22895973
2911149213,3,A24839763
2911216061,5,A27327499
2910068711,6,A17679524
2910474132,3,A25706211
2910354044,4,A15498113
2909345572,16,A27760421
2911215419,1,A0713420
2910531384,8,A18578638
2910282157,3,A18638438
2910912111,1,A26487600
2909149441,6,A25728749
2909092086,1,A0003104
2909441150,4,A0800299
2910348395,3,A12988149
2908844906,14,A23030386
2910510515,2,A0998779
2909827854,7,A17878809
2909947724,5,A7669343
2909094123,11,A4717338
2909941344,3,A18683880
2908903051,4,A0401479
2910234007,2,A14224073
2909752691,15,A19018195
2908736133,4,A0427078
2910259375,8,A13594182
2909465803,4,A18616644
2911140283,15,A27068975
2909950241,3,A10771614
2908686090,1,A16765061
2909220140,2,A18611589
2909786013,2,A28387865
2910002191,1,A7635787
2908733394,5,A12034371
2910443534,2,A0087887
2910098536,4,A0019814
2911042773,3,A0416224
2908882559,4,A21233222
2910715184,16,A9342921
2910131515,1,A13931563
2910927766,2,A0472109
2910829485,1,A1389126
2910052209,2,A23866645
2908605944,1,A0742381
2908910509,2,A25724280
2910609880,2,A11565009
2909576312,8,A24253595
2910389531,4,A13728642
2909292399,2,A17773079
2908559767,5,A27375545
2910129844,1,A18558806
2910635417,2,A18207177
2909425564,4,A12982995
2909576312,9,A25697380
2911164631,7,A23026285
2909408951,4,A9338570
2909621675,2,A0058440
2911221801,1,A23424573
2909325608,9,A23974159
2911192292,2,A23867595
2909186138,3,A24839357
2909094123,2,A0242000
2909351178,1,A0068261
2909916031,2,A0092947
2908999040,14,A18051660
2910500402,7,A18579146
2908728446,5,A25687855
2911002200,5,A0397585
2911049907,10,A24590973
2909060799,9,A18553190
2909828192,5,A1412156
2910254342,3,A4354683
2909778679,4,A22801826
2908823819,12,A18571732
2909801294,3,A18016493
2910208175,6,A24243831
2909050532,18,A23933686
2910291275,6,A0127975
2908664823,3,A1001031
2910532367,12,A22939732
2909095379,6,A25742150
2908795178,3,A0077609
2910383387,13,A18554938
2910824759,1,A18553927
2908737378,7,A23895079
2909410314,12,A21143806
2909685333,3,A7570453
2911215419,5,A0713426
2909533890,2,A26671317
2909432541,1,A16039614
2908669727,3,A0022446
2908550248,8,A15660345
2910414618,7,A22903746
2909801038,2,A20721311
2908974078,2,A8387567
2909856348,7,A15223155
2909805974,1,A0937993
2910105144,7,A8481859
2910452531,7,A7635100
2910053894,1,A0080684
2911067425,5,A22970980
2909448170,5,A0448112
2909665077,1,A0685407
2909680690,2,A0426656
2910210001,2,A7568787
2910866203,1,A0045047
2910137039,2,A0283316
2909176452,1,A1386189
2908621539,3,A0534313
2909789815,1,A0066447
2909938017,3,A24568930
2910765934,13,A8352336
2908929049,6,A0473649
2910762390,7,A23020275
2908685049,7,A3322739
2909515847,2,A7559835
2909592991,2,A3649783
2909009945,2,A19051213
2910996203,1,A20043526
2908916198,9,A24101522
2910070530,6,A17933502
2908762713,4,A0394072
2910422434,2,A18049774
2910225459,4,A3013930
2910165503,2,A0328280
2910739307,1,A17929866
2908934157,5,A0652117
2911006069,3,A24376136
2908933131,2,A0448752
2910344980,10,A7578086
2909948008,3,A0316282
2910404990,2,A0560280
2910776193,8,A18786517
2910821056,2,A9248652
2908795679,10,A8359679
2909460087,4,A17877790
2910791027,4,A16037104
2909916482,6,A24384893
2908885563,19,A2990268
2909346784,2,A0129013
2909935085,1,A0022981
2910205722,3,A17787027
2909668165,1,A1059871
2911184235,4,A22895448
2910160540,4,A0010449
2909240849,1,A1391323
2910134620,3,A0340910
2911197035,1,A12102356
2909485332,4,A0125341
2908933131,9,A17812498
2909060831,7,A0364801
2910130665,8,A28609753
2910460592,6,A22939677
2909040729,6,A0419580
2909581452,20,A24328099
2910542373,1,A0025396
2910259375,12,A17956407
2909556870,15,A3064420
2910276620,3,A0645341
2909474611,6,A2879278
2910146169,2,A21195727
2909697302,5,A0481478
2910808297,1,A18693447
2909724048,1,A27188955
2909266285,2,A18352783
2908733394,6,A13650868
2908696374,1,A23974731
2909111029,2,A18362406
2910727661,8,A25739049
2909075153,2,A18014739
2909462720,3,A2028222
2910500402,9,A20946742
2909072198,1,A21400791
2911192292,24,A17974141
2911040393,5,A18023886
2911014034,5,A7634503
2910315665,2,A18451590
2909054102,2,A23143555
2908564923,1,A18645696
2908752338,1,A0005943
2909270721,9,A23048018
2910007452,1,A0202170
2910009623,3,A3209665
2910162734,1,A15574176
2908767450,7,A23888696
2908739490,5,A0391641
2911166042,1,A12058949
2908934917,2,A18576700
2910609880,5,A17956872
2910198813,9,A18050833
2910838973,8,A17895908
2910479173,11,A24364177
2910602540,4,A17943472
2910559741,4,A12033978
2909874926,2,A0485285
2911077047,11,A0484577
2910348288,6,A10801489
2910078708,2,A0314703
2909497934,3,A18128130
2908704050,17,A27058150
2910087749,3,A18554666
2909060831,11,A11992662
2910153446,3,A0576187
2910364697,1,A0935335
2908885563,23,A8436949
2910515805,2,A0469561
2908694543,1,A2103888
2909397035,3,A0399202
2909139353,18,A25703033
2909767651,4,A13369087
2911184145,1,A23863556
2909129545,5,A20694070
2910691881,2,A1394220
2909459036,9,A24631328
2911126609,6,A18919283
2910068711,10,A22903439
2910913117,5,A3496636
2910378896,2,A17943007
2909761261,5,A0394082
2910910403,1,A0796790
2910946863,4,A18672674
2909350873,2,A17979076
2911204500,4,A22873996
2909186234,3,A7618711
2909913126,2,A24367025
2910443534,1,A0087886
2909627636,2,A7669632
2910500402,2,A0440669
2910177111,6,A27378342
2910255311,10,A3088239
2909048046,26,A8436549
2910429286,9,A23007213
2909680690,8,A11991668
2910049883,3,A1883382
2910219414,1,A0318099
2908903051,7,A16757160
2910288779,2,A18611730
2910351856,3,A18579085
2909249321,1,A0028195
2911049907,13,A27923927
2910480946,17,A7614956
2911018730,1,A16762192
2909231237,5,A18428542
2910242117,5,A25728437
2909252273,13,A19016041
2909256930,1,A18647617
2910082698,3,A23871520
2908609012,4,A7798492
2908804498,8,A16978245
2910302589,3,A13818629
2909885224,5,A25734809
2910886357,1,A0057719
2909020202,2,A10866601
2908975369,4,A7660450
2910204757,1,A0774738
2910041202,13,A18574652
2910701733,4,A0244012
2909806565,11,A20162513
2910979460,4,A22975094
2910595225,5,A7652066
2910551752,1,A18128167
2910735644,4,A18688635
2908943013,3,A0241971
2910776193,11,A2980272
2908720584,8,A23865208
2910972258,3,A24684012
2909529769,2,A16758233
2908541515,22,A4775953
2910451184,7,A3022075
2910205722,1,A0000247
2909939664,2,A1385655
2908542518,1,A0121408
2910881488,2,A24683653
2910134782,3,A22905729
2908955001,1,A15834890
2908834131,19,A24667018
2909874926,9,A18129567
2909497052,7,A8257290
2910703761,9,A1540510
2909521713,10,A23403046
2910733956,15,A8360737
2909353902,2,A18601515
2909598748,1,A0552974
2910288237,8,A18003597
2910812615,6,A18584552
2909524538,2,A0415752
2908804498,19,A2890253
2911117634,2,A0406095
2909999518,9,A23916155
2908931166,1,A0046510
2911177997,1,A0692909
2910117706,7,A3247363
2910003292,20,A1307408
2909347786,3,A7562729
2910030976,1,A0088414
2909788366,8,A20251762
2909421166,1,A0340788
2909806198,4,A15408093
2910288237,9,A18003598
2910749824,5,A7664465
2909919539,1,A0362737
2909856348,17,A7797575
2910480691,3,A18634451
2911021406,2,A18653604
2910822663,3,A0394475
2908838209,25,A22987080
2910686401,1,A0125697
2910471476,2,A19655196
2908696374,11,A0724933
2908921296,8,A2896143
2911140283,12,A23917352
2909431760,18,A0432738
2911014603,2,A18696257
2909125321,4,A7663418
2909237780,3,A22829736
2908858883,7,A4352075
2909007308,4,A6993663
2909621675,8,A18665051
2908788973,11,A2921788
2910455596,3,A14065702
2909837681,2,A0466801
2908858883,4,A27055430
2911067425,10,A4363430
2910555652,7,A18592421
2909088054,1,A0014807
2909371672,10,A18647436
2910132601,1,A0445448
2910976051,21,A2880743
2910259375,6,A12808008
2910826258,3,A0095402
2908656565,1,A12000777
2910010224,1,A0865194
2908751872,1,A0544715
2910154007,4,A23862147
2909486431,7,A2782873
2908892503,1,A0741274
2910901110,3,A0578373
2911058409,1,A15565346
2911041269,3,A0388550
2910057982,2,A24766288
2909870554,1,A11982051
2910896220,3,A11575010
2908765736,23,A8482402
2909886172,6,A3880791
2909011058,5,A18589782
2909992730,2,A18559266
2909039839,12,A4375671
2908795448,14,A22808229
2909345572,8,A16987621
2909601795,9,A24383283
2910755853,1,A19027642
2910396414,16,A0036874
2910039337,5,A27187259
2910749824,3,A3209895
2909458168,4,A17976439
2909253254,5,A20152366
2909073510,2,A0410554
2910225729,2,A1304160
2908834131,12,A13978131
2908804808,1,A0122450
2909802241,19,A24175202
2909332208,1,A4366910
2910234982,1,A0042169
2910325231,9,A7591773
2909975913,3,A25685431
2910009623,1,A1102072
2908607204,4,A0410597
2909595017,3,A24824228
2909971615,7,A17975408
2910700394,8,A17973147
2908937092,3,A0005557
2908704050,1,A0043270
2910140627,9,A27014369
3013748606,4,A2221902
2910153003,2,A27381564
2908711114,4,A18590979
2910160540,1,A0010445
2910476448,5,A7191626
2909277590,1,A2132457
2909484069,9,A24674904
2908834131,13,A15087216
2911189735,6,A3116855
2909263062,1,A0396223
2908805171,7,A24601132
2909935085,10,A23970204
2909994101,1,A18698062
2911038020,1,A0057806
2908926047,1,A0360460
2911190787,7,A27858593
2910306831,1,A11594070
2909497052,1,A0400202
2909113890,2,A20241988
2910531384,7,A17894876
2909097316,7,A23917533
2910353367,2,A17978284
2909081213,7,A1393885
2908999202,3,A20251606
2909529769,4,A25714942
2909479827,11,A22869712
2909354612,4,A7786633
2910147798,3,A0776736
2911041269,5,A0472967
2908748535,3,A0399122
2909855758,2,A0392030
2908579795,3,A2017805
2909234372,2,A7591493
2910806222,6,A28558367
2909276006,6,A18596820
2910404990,11,A22915884
2910828645,8,A22845689
2910908493,3,A23863359
2910053781,5,A0783029
2909179462,10,A4373550
2909811801,3,A23897220
2910291275,5,A0127974
2910616689,1,A21404750
2909738003,3,A13568273
2910330609,1,A1006386
2910744950,1,A15401457
2909270721,10,A25747063
2910759140,13,A18284369
2908837262,2,A7560173
2910962159,9,A23879031
2908642939,19,A23089598
2910997768,1,A0361752
2909593344,3,A22952338
2910018853,5,A3025183
2910142988,12,A7569205
2908799130,1,A18610080
2910389767,4,A21195834
2910480142,3,A23783470
2908858883,24,A23407913
2910259375,4,A11559908
2909668165,3,A23506015
2910402527,1,A0590821
2908795448,10,A14065561
2910430321,7,A18671600
2909577894,17,A2883076
2910450144,3,A0001954
2910776193,1,A0113768
2909050692,2,A0410341
2910851616,5,A18504632
2910404990,20,A4758641
2908736947,1,A20042283
2910457203,3,A1968790
2910282157,4,A22829679
2909061311,5,A23000347
2911117634,9,A2928535
2910643260,9,A7606661
2909929115,2,A0099201
2909221125,3,A26624889
2908996549,3,A16987196
2909040729,11,A22824961
2911209605,15,A21144241
2911055534,9,A25737956
2908949072,3,A17923533
2910604640,1,A1393227
2908844906,3,A0086493
2910772403,1,A0042331
2909410694,4,A23888851
2909614525,3,A18572023
2909466502,4,A0450066
3013748606,7,A22881214
2909562583,2,A16774091
2911193642,4,A26582472
2910140794,2,A12685237
2910751658,6,A26707895
2910604149,1,A0479241
2908754239,5,A7574514
2911046722,2,A0436507
2909127448,3,A15475318
2909158518,2,A13028872
2910976051,23,A8437498
2910962159,10,A24169474
